CustomerID,Recency,Frequency,Monetary,Churn,Q1_Orders,Q2_Orders,Q3_Orders,PurchaseTrend,ActiveInQ3,AvgOrderValue,PurchaseSpread,UniqueProducts,LogMonetary,LogAvgOrderValue,IsOneTimeBuyer,AvgDaysBetweenPurchases
12507,64,3,1304.81,1,1.0,0.0,2.0,1.0,1,62.13380952380952,164,19,7.174578816863813,4.145256434671202,0,82.0
12509,214,1,176.5,1,1.0,0.0,0.0,-1.0,0,25.214285714285715,0,7,5.178970608915471,3.266304518439312,1,0.0
12510,72,2,982.5699999999999,1,1.0,0.0,1.0,0.0,1,29.774848484848484,182,29,6.8911888096735625,3.4266977487390955,0,182.0
12513,42,1,612.29,1,0.0,0.0,1.0,1.0,1,17.494,0,35,6.418837907265026,2.917446355155447,1,0.0
12514,197,1,1017.68,1,1.0,0.0,0.0,-1.0,0,19.954509803921567,0,51,6.926262950537876,3.0423538883055934,1,0.0
12515,283,1,383.7,1,0.0,0.0,0.0,0.0,0,23.98125,0,16,5.95246380975825,3.2181255434774965,1,0.0
12516,7,2,1312.06,1,0.0,1.0,1.0,1.0,1,50.46384615384615,102,20,7.180115570136106,3.9408795447105995,0,102.0
12517,3,3,1955.9,0,0.0,1.0,2.0,2.0,1,9.448792270531401,116,181,7.57911686747016,2.346486399533887,0,58.0
12518,7,2,849.73,0,0.0,0.0,2.0,2.0,1,16.661372549019607,33,46,6.74609480443586,2.871379912938248,0,33.0
12520,9,5,2634.26,1,2.0,1.0,2.0,0.0,1,17.330657894736845,194,121,7.876737127834484,2.9085749529007487,0,48.5
12521,72,1,599.68,1,0.0,0.0,1.0,1.0,1,15.781052631578946,0,38,6.39806234681208,2.820250430393282,1,0.0
12523,9,8,1142.13,0,3.0,1.0,4.0,1.0,1,16.086338028169017,252,56,7.0415253931104145,2.8382791984602767,0,36.0
12524,92,6,3122.48,0,3.0,2.0,0.0,-3.0,0,26.91793103448276,171,92,8.04670304383965,3.3292691717989116,0,34.2
12526,24,1,520.3,0,0.0,0.0,1.0,1.0,1,17.941379310344825,0,29,6.25632569177406,2.9413489103621004,1,0.0
12527,11,3,348.71000000000004,1,2.0,0.0,1.0,-1.0,1,19.37277777777778,243,18,5.857104239599851,3.0141995870574485,0,121.5
12528,44,4,1287.37,0,2.0,0.0,2.0,0.0,1,19.805692307692308,198,46,7.161133132491757,3.035226617905894,0,66.0
12530,53,3,1221.65,0,1.0,1.0,1.0,0.0,1,26.557608695652174,213,39,7.108775913208576,3.316278675169506,0,106.5
12534,60,1,1089.18,1,0.0,0.0,1.0,1.0,1,17.28857142857143,0,63,6.9940980992041535,2.9062763526585442,1,0.0
12535,21,2,716.35,1,0.0,1.0,1.0,1.0,1,21.069117647058825,94,28,6.575563866544399,3.0941792397258374,0,94.0
12539,192,3,4517.69,0,3.0,0.0,0.0,-3.0,0,19.642130434782608,71,125,8.415977407810622,3.027334154026142,0,35.5
12540,7,13,10495.99,0,3.0,3.0,6.0,3.0,1,28.83513736263736,284,220,9.258843828382204,3.3956868050404485,0,23.666666666666668
12541,103,2,536.14,0,1.0,1.0,0.0,-1.0,0,19.14785714285714,107,27,6.286258768165544,3.0030979374699975,0,107.0
12545,5,2,1000.39,1,1.0,0.0,1.0,0.0,1,20.0078,184,42,6.9091443138264115,3.044893797332336,0,184.0
12546,7,1,760.2,0,0.0,0.0,1.0,1.0,1,16.893333333333334,0,45,6.634896135421995,2.884428203995317,1,0.0
12547,127,2,207.79999999999998,1,1.0,1.0,0.0,-1.0,0,25.974999999999998,82,7,5.341376856008484,3.2949105111441983,0,82.0
12548,96,1,95.19999999999999,1,0.0,1.0,0.0,0.0,0,19.04,0,5,4.566429357671661,2.997730276216664,1,0.0
12550,9,1,964.83,1,0.0,0.0,1.0,1.0,1,16.92684210526316,0,57,6.872987835288763,2.8862991485841767,1,0.0
12551,287,1,168.0,1,0.0,0.0,0.0,0.0,0,16.8,0,10,5.1298987149230735,2.8791984572980396,1,0.0
12553,40,7,2419.59,0,4.0,1.0,2.0,-2.0,1,17.922888888888888,219,81,7.791766591088831,2.940372241655422,0,36.5
12556,81,1,312.9,0,0.0,0.0,1.0,1.0,1,4.670149253731343,0,60,5.749074463847908,1.7352154408026137,1,0.0
12557,88,4,9000.960000000001,0,2.0,0.0,1.0,-1.0,1,310.3779310344828,213,15,9.105197610385996,5.741007386735898,0,71.0
12559,240,2,561.71,1,2.0,0.0,0.0,-2.0,0,26.74809523809524,8,21,6.33276439774036,3.323167197767966,0,8.0
12560,42,2,1436.31,0,0.0,0.0,2.0,2.0,1,18.653376623376623,30,77,7.270528590022721,2.9782491618925313,0,30.0
12561,232,1,238.85,1,1.0,0.0,0.0,-1.0,0,14.928125,0,16,5.480013727948073,2.7680864145462696,1,0.0
12562,11,4,1993.8700000000001,0,0.0,2.0,2.0,2.0,1,20.140101010101013,116,64,7.598334164293501,3.05117175858115,0,38.666666666666664
12564,191,1,456.9,1,1.0,0.0,0.0,-1.0,0,21.757142857142856,0,21,6.12665081966305,3.1248790678606895,1,0.0
12565,218,1,145.92,1,1.0,0.0,0.0,-1.0,0,16.21333333333333,0,9,4.989888220951467,2.845684277310332,1,0.0
12566,16,1,351.65,1,0.0,0.0,1.0,1.0,1,18.507894736842104,0,19,5.865476063654188,2.9708192419362884,1,0.0
12567,26,9,7849.98,0,1.0,4.0,2.0,1.0,1,21.506794520547945,273,271,8.968393643748826,3.1138172423150063,0,34.125
12569,22,15,2167.68,0,0.0,6.0,8.0,8.0,1,23.56173913043478,160,48,7.681873966517206,3.201189912271713,0,11.428571428571429
12571,51,1,248.35,0,0.0,0.0,1.0,1.0,1,17.739285714285714,0,14,5.518857531992132,2.930622160517462,1,0.0
12573,157,1,160.54000000000002,1,0.0,1.0,0.0,0.0,0,5.733571428571429,0,26,5.08475279001415,1.9071056757928004,1,0.0
12574,245,1,218.45,1,1.0,0.0,0.0,-1.0,0,19.85909090909091,0,11,5.391124416134243,3.037789868042472,1,0.0
12576,25,4,936.55,0,1.0,1.0,2.0,1.0,1,15.105645161290322,208,54,6.843270089755728,2.779169841669731,0,69.33333333333333
12577,289,1,195.89,0,0.0,0.0,0.0,0.0,0,2.923731343283582,0,67,5.282645197153741,1.367043074344903,1,0.0
12578,260,1,1608.66,0,1.0,0.0,0.0,-1.0,0,22.980857142857143,0,70,7.383778255552623,3.1772558930330055,1,0.0
12579,8,1,440.42,1,0.0,0.0,1.0,1.0,1,15.18689655172414,0,29,6.0899968031722285,2.7842020601069217,1,0.0
12580,176,1,415.7,1,0.0,1.0,0.0,0.0,0,17.320833333333333,0,24,6.032366538428407,2.908038845838819,1,0.0
12582,168,2,511.36,1,1.0,1.0,0.0,-1.0,0,23.243636363636366,49,21,6.239027502962935,3.188154164951489,0,49.0
12583,9,10,4773.01,0,3.0,3.0,3.0,0.0,1,28.41077380952381,294,92,8.470941901576095,3.3813610633222484,0,32.666666666666664
12584,10,5,1062.39,0,1.0,1.0,3.0,2.0,1,21.681428571428572,199,32,6.969217197226888,3.1215464650341067,0,49.75
12585,164,2,2040.1,1,0.0,1.0,0.0,0.0,0,23.44942528735632,117,77,7.621244157199997,3.196606710015021,0,117.0
12589,74,1,131.5,0,0.0,0.0,1.0,1.0,1,13.15,0,10,4.886582645426277,2.649714624089247,1,0.0
12590,141,2,9864.26,1,0.0,2.0,0.0,0.0,0,145.06264705882353,0,68,9.196774773912752,4.984035619119783,0,0.0
12591,247,1,452.84999999999997,1,1.0,0.0,0.0,-1.0,0,17.41730769230769,0,26,6.117766746972636,2.913290857946146,1,0.0
12592,22,2,437.6,1,0.0,1.0,1.0,1.0,1,24.311111111111114,121,11,6.083587835983788,3.2312434736768623,0,121.0
12593,38,3,418.09999999999997,1,0.0,1.0,2.0,2.0,1,19.909523809523808,110,14,6.038109554931026,3.0402047398442487,0,55.0
12594,51,8,2529.9,0,4.0,3.0,1.0,-3.0,1,27.203225806451613,201,46,7.836330249689511,3.339436361701699,0,28.714285714285715
12596,172,1,269.95,0,0.0,1.0,0.0,0.0,0,17.996666666666666,0,15,5.601934302012123,2.9442635251787985,1,0.0
12597,113,2,1428.81,0,1.0,1.0,0.0,-1.0,0,18.318076923076923,85,72,7.265296847293467,2.961041285687106,0,85.0
12598,1,5,1946.1399999999999,0,1.0,2.0,2.0,1.0,1,24.02641975308642,213,54,7.5741169082827575,3.219932056982073,0,53.25
12599,56,6,857.04,0,2.0,2.0,2.0,0.0,1,17.855,177,25,6.754650718447902,2.9367781307103207,0,35.4
12600,14,9,2219.46,0,2.0,2.0,3.0,1.0,1,40.353818181818184,287,28,7.705469660609084,3.722164755340248,0,35.875
12601,119,5,577.0600000000001,1,2.0,2.0,0.0,-2.0,0,20.609285714285715,142,21,6.359677669513258,3.0731231164919848,0,35.5
12604,9,2,254.18,1,1.0,0.0,1.0,0.0,1,15.88625,182,15,5.541969178493598,2.826499681301754,0,182.0
12609,8,3,1126.85,1,1.0,1.0,1.0,0.0,1,18.78083333333333,240,57,7.0280684444921455,2.98471345540486,0,120.0
12610,36,2,1256.25,0,0.0,0.0,2.0,2.0,1,17.447916666666668,19,68,7.136682075052074,2.9149514463149973,0,19.0
12612,4,1,704.0400000000001,1,0.0,0.0,1.0,1.0,1,37.054736842105264,0,19,6.558254538791405,3.639025566496529,1,0.0
12613,127,4,1462.52,0,2.0,2.0,0.0,-2.0,0,19.763783783783783,64,65,7.288599771908054,3.0332103048778145,0,21.333333333333332
12614,207,1,315.6,1,1.0,0.0,0.0,-1.0,0,15.780000000000001,0,20,5.757639147446912,2.8201877010390604,1,0.0
12615,1,2,1211.3899999999999,0,0.0,1.0,1.0,1.0,1,20.189833333333333,96,52,7.100348897046696,3.053521506903987,0,96.0
12616,25,2,713.3,1,1.0,0.0,1.0,0.0,1,22.290625,202,25,6.571303042160927,3.1480509190879213,0,202.0
12619,7,7,2760.38,0,0.0,1.0,5.0,5.0,1,46.78610169491525,175,37,7.923485833752847,3.866734837698064,0,29.166666666666668
12620,10,2,939.3199999999999,0,0.0,1.0,1.0,1.0,1,16.479298245614032,123,56,6.84622024286434,2.8610172232895916,0,123.0
12621,11,17,11260.64,0,3.0,7.0,5.0,2.0,1,30.352129380053906,284,211,9.329157539400606,3.445282187581017,0,17.75
12622,162,1,180.1,1,0.0,1.0,0.0,0.0,0,16.37272727272727,0,11,5.199049364889368,2.8549015784478566,1,0.0
12623,206,1,305.1,1,1.0,0.0,0.0,-1.0,0,16.950000000000003,0,18,5.723911845951367,2.887590114934288,1,0.0
12624,36,2,641.13,1,0.0,1.0,1.0,1.0,1,16.87184210526316,71,36,6.464790775403018,2.883226407533071,0,71.0
12625,141,2,2683.82,1,1.0,1.0,0.0,-1.0,0,31.207209302325584,107,73,7.895368965589599,3.472190318867,0,107.0
12626,42,6,4774.0,0,2.0,0.0,3.0,1.0,1,23.174757281553397,214,170,8.471149252914831,3.1853090012291174,0,42.8
12627,26,5,2727.83,0,0.0,0.0,5.0,5.0,1,19.346312056737588,44,112,7.911628224887452,3.0128996697520996,0,11.0
12633,59,3,1948.75,0,1.0,1.0,1.0,0.0,1,22.65988372093023,158,66,7.575456438210607,3.163780943953643,0,79.0
12635,19,2,1689.18,1,0.0,0.0,2.0,2.0,1,16.724554455445546,65,96,7.432590311121191,2.874950935597076,0,65.0
12637,21,7,5663.5,0,3.0,1.0,3.0,0.0,1,18.094249201277954,232,176,8.641973908313544,2.9493872007778825,0,38.666666666666664
12639,168,1,486.1,1,0.0,1.0,0.0,0.0,0,22.095454545454547,0,22,6.188469440812497,3.1396358252413705,1,0.0
12640,11,1,764.59,0,0.0,0.0,1.0,1.0,1,18.20452380952381,0,42,6.640646778402448,2.9551458663602275,1,0.0
12641,45,1,185.9,1,0.0,0.0,1.0,1.0,1,18.59,0,10,5.230573714461517,2.9750192319564492,1,0.0
12642,37,1,366.45,0,0.0,0.0,1.0,1.0,1,15.268749999999999,0,24,5.90658725497488,2.7892460897607383,1,0.0
12643,58,6,3344.64,1,1.0,4.0,1.0,0.0,1,139.35999999999999,204,11,8.11541328460481,4.944210550715014,0,40.8
12644,59,1,477.91,1,0.0,0.0,1.0,1.0,1,15.416451612903227,0,31,6.171512688316606,2.798283979142555,1,0.0
12645,39,3,1310.8600000000001,0,1.0,1.0,1.0,0.0,1,22.217966101694916,206,52,7.1792012564933305,3.1449263799136977,0,103.0
12647,8,11,3401.67,0,1.0,2.0,4.0,3.0,1,29.83921052631579,291,77,8.132315696539806,3.4287869493504703,0,29.1
12648,84,1,318.05,1,0.0,0.0,1.0,1.0,1,15.145238095238096,0,21,5.765347830314356,2.7816251514064283,1,0.0
12649,37,3,623.51,1,0.0,1.0,2.0,2.0,1,20.113225806451613,105,28,6.4369673422476765,3.0498996595868966,0,52.5
12651,264,1,114.0,1,1.0,0.0,0.0,-1.0,0,12.666666666666666,0,9,4.74493212836325,2.614959778036198,1,0.0
12652,261,1,919.98,1,1.0,0.0,0.0,-1.0,0,19.16625,0,48,6.82543832049292,3.0040104149982167,1,0.0
12653,78,2,2209.85,1,1.0,0.0,1.0,0.0,1,51.391860465116274,147,37,7.701132335950876,3.958751244626137,0,147.0
12654,127,3,337.75,0,1.0,2.0,0.0,-1.0,0,15.352272727272727,97,19,5.825262372193911,2.7943668924091614,0,48.5
12656,2,4,3465.42,0,0.0,2.0,2.0,2.0,1,35.361428571428576,161,71,8.150877640083646,3.5935085581807105,0,53.666666666666664
12657,8,1,618.44,0,0.0,0.0,1.0,1.0,1,22.087142857142858,0,28,6.428815844078469,3.1392758763052386,1,0.0
