CustomerID,Recency,Frequency,Monetary,UniqueProducts,PurchaseSpread,AvgOrderValue,LogMonetary,LogAvgOrderValue,IsOneTimeBuyer,AvgDaysBetweenPurchases,Q1_Orders,Q2_Orders,Q3_Orders,PurchaseTrend,ActiveInQ3,Churn,ChurnProbability,ChurnPredicted,Segment,SegmentName
12373,241,1,364.6,14,0,26.042857142857144,5.901539839579995,3.297422909159964,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.8342948,1,1,Lost
12375,28,1,230.3,11,0,20.936363636363637,5.443715569237393,3.0881456998326153,1,0.0,0.0,0.0,1.0,1.0,1,0,0.5636324,1,3,At-Risk
12377,245,2,1628.12,72,39,21.144415584415587,7.395795270713971,3.0975853466189625,0,39.0,1.0,0.0,0.0,-1.0,0,1,0.63612556,1,1,Lost
12378,59,1,4008.62,219,0,18.30420091324201,8.29645175271804,2.96032273612404,1,0.0,0.0,0.0,1.0,1.0,1,1,0.37441525,0,3,At-Risk
12379,11,2,852.24,39,88,21.306,6.749040867823617,3.104855700572345,0,88.0,0.0,1.0,1.0,1.0,1,1,0.43590662,0,3,At-Risk
12380,8,2,1233.56,52,107,19.274375,7.11846991027731,3.009357773385774,0,107.0,0.0,1.0,1.0,1.0,1,0,0.40447,0,3,At-Risk
12381,49,1,1268.74,62,0,20.463548387096775,7.146567434084286,3.066356072420082,1,0.0,0.0,0.0,1.0,1.0,1,0,0.4329419,0,3,At-Risk
12383,114,5,1850.56,84,167,18.69252525252525,7.523783805985769,2.980239134936795,0,41.75,2.0,2.0,0.0,-2.0,0,1,0.3296014,0,0,Loyal
12384,51,1,292.69,14,0,20.90642857142857,5.682524789276261,3.086780135821774,1,0.0,0.0,0.0,1.0,1.0,1,0,0.52953756,1,3,At-Risk
12386,267,2,401.9,10,29,40.19,5.998688392197302,3.718195508447989,0,29.0,1.0,0.0,0.0,-1.0,0,1,0.708727,1,1,Lost
12388,5,5,2494.26,56,251,27.11152173913044,7.822148211173133,3.336179518605461,0,62.75,3.0,0.0,2.0,-1.0,1,0,0.32142434,0,0,Loyal
12390,9,1,549.84,32,0,17.1825,6.311444385858925,2.900459593046558,1,0.0,0.0,0.0,1.0,1.0,1,1,0.5531586,1,3,At-Risk
12393,2,4,1582.6,47,260,24.728125,7.367456015231976,3.247584751504654,0,86.66666666666667,2.0,1.0,1.0,-1.0,1,1,0.39682588,0,0,Loyal
12394,147,1,381.08,21,0,18.146666666666665,5.945630010764183,2.952128636071859,1,0.0,0.0,1.0,0.0,0.0,0,0,0.72184014,1,1,Lost
12395,42,8,1899.57,65,258,19.7871875,7.549909120163529,3.0343368113332883,0,36.857142857142854,2.0,2.0,1.0,-1.0,1,0,0.07478094,0,0,Loyal
12397,65,1,1214.81,70,0,17.35442857142857,7.103165800317809,2.9098708844254264,1,0.0,0.0,0.0,1.0,1.0,1,0,0.48698485,0,3,At-Risk
12399,49,4,1108.65,47,142,18.790677966101697,7.011799929268738,2.9852110170419164,0,47.333333333333336,1.0,2.0,1.0,0.0,1,1,0.41120762,0,0,Loyal
12401,233,1,84.3,5,0,16.86,4.446174454497633,2.882563575448353,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.8460978,1,1,Lost
12402,253,1,225.6,11,0,20.50909090909091,5.423186348593906,3.068475678745916,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.74818325,1,1,Lost
12405,78,1,1710.39,54,0,31.67388888888889,7.445061184797548,3.48657625400139,1,0.0,0.0,0.0,1.0,1.0,1,1,0.5896999,1,3,At-Risk
12406,113,1,1621.25,48,0,33.08673469387755,7.391569353501278,3.52890829669496,1,0.0,0.0,1.0,0.0,0.0,0,0,0.4662497,0,3,At-Risk
12407,64,4,1407.36,50,130,21.99,7.250181185855144,3.1350593387750902,0,43.333333333333336,1.0,1.0,2.0,1.0,1,0,0.32330176,0,0,Loyal
12408,28,4,2134.05,67,161,26.025,7.666245344592247,3.296762363525272,0,53.666666666666664,2.0,1.0,1.0,-1.0,1,0,0.2914817,0,0,Loyal
12409,8,3,11072.67,91,103,101.58412844036695,9.312325497408466,4.630683227206711,0,51.5,0.0,1.0,2.0,2.0,1,1,0.3261803,0,0,Loyal
12410,238,2,693.3299999999999,26,0,26.666538461538455,6.542947351813216,3.3202236851974547,0,0.0,2.0,0.0,0.0,-2.0,0,1,0.8240277,1,1,Lost
12412,4,3,1226.88,43,94,20.112786885245903,7.1130443840624835,3.0498788704487443,0,47.0,0.0,1.0,2.0,2.0,1,1,0.42116937,0,3,At-Risk
12413,166,2,563.9,25,100,20.139285714285712,6.336648724331217,3.051133191521475,0,100.0,1.0,1.0,0.0,-1.0,0,0,0.62413657,1,1,Lost
12414,147,3,562.41,16,93,31.244999999999997,6.334007604663525,3.4733629924623406,0,46.5,1.0,2.0,0.0,-1.0,0,1,0.6279365,1,3,At-Risk
12415,29,15,102087.88,382,238,170.14646666666667,11.533599085390764,5.142519720104409,0,17.0,4.0,5.0,6.0,2.0,1,0,0.0099966675,0,0,Loyal
12417,36,7,2816.52,132,250,19.03054054054054,7.943612344380308,2.9972581358608026,0,41.666666666666664,2.0,2.0,2.0,0.0,1,0,0.067973614,0,0,Loyal
12418,42,1,668.58,34,0,19.664117647058823,6.506650650150935,3.0283987491115765,1,0.0,0.0,0.0,1.0,1.0,1,1,0.56890804,1,3,At-Risk
12421,44,3,628.5600000000001,25,204,17.46,6.445021162683401,2.9156062290747062,0,102.0,1.0,1.0,1.0,0.0,1,0,0.46023422,0,0,Loyal
12422,25,3,803.5600000000001,39,229,20.604102564102565,6.690295544136225,3.0728832301782982,0,114.5,1.0,1.0,1.0,0.0,1,1,0.37935537,0,0,Loyal
12423,30,7,1650.67,86,252,15.283981481481485,7.409542176257413,2.790181893418364,0,42.0,2.0,3.0,1.0,-1.0,1,0,0.07395314,0,0,Loyal
12424,92,2,1760.96,30,0,58.69866666666667,7.474182104762846,4.0893096862574705,0,0.0,0.0,0.0,0.0,0.0,0,1,0.68730575,1,3,At-Risk
12425,8,1,777.2,36,0,21.58888888888889,6.6569835605504535,3.1174581432980815,1,0.0,0.0,0.0,1.0,1.0,1,1,0.517743,1,3,At-Risk
12426,124,1,582.73,30,0,19.424333333333333,6.369438547154207,3.016727000474497,1,0.0,0.0,1.0,0.0,0.0,0,1,0.6571373,1,3,At-Risk
12427,301,1,303.5,10,0,30.35,5.718671087149952,3.4452142670789296,1,0.0,0.0,0.0,0.0,0.0,0,0,0.7053195,1,1,Lost
12428,50,8,7548.12,252,163,27.054193548387097,8.929186279158467,3.334138123410599,0,23.285714285714285,5.0,1.0,2.0,-3.0,1,0,0.023654222,0,0,Loyal
12429,102,3,2844.88,62,193,40.64114285714286,7.953627613319531,3.729088689507086,0,96.5,0.0,2.0,0.0,0.0,0,0,0.24165347,0,0,Loyal
12431,49,11,4874.57,134,254,26.349027027027024,8.4919922996739,3.3086809533550072,0,25.4,3.0,2.0,4.0,1.0,1,0,0.04858105,0,0,Loyal
12432,100,3,4016.66,75,1,52.85078947368421,8.298454922580934,3.986217064101881,0,0.5,0.0,3.0,0.0,0.0,0,0,0.4193778,0,3,At-Risk
12433,21,3,6395.23,151,282,28.04925438596491,8.763464033282284,3.368992816392449,0,141.0,0.0,0.0,1.0,1.0,1,0,0.15916485,0,0,Loyal
12434,14,2,806.14,46,175,16.122799999999998,6.6934971352559,2.8404109087423928,0,175.0,1.0,0.0,1.0,0.0,1,1,0.7312234,1,0,Loyal
12435,9,2,7829.89,31,188,217.49694444444447,8.965831447914955,5.386772030201913,0,188.0,1.0,0.0,1.0,0.0,1,1,0.85216767,1,0,Loyal
12436,29,1,509.01,16,0,31.813125,6.234430333369278,3.4908285877894865,1,0.0,0.0,0.0,1.0,1.0,1,1,0.58672714,1,3,At-Risk
12437,8,12,3034.01,66,253,27.089374999999997,8.017969998381087,3.3353913909576187,0,23.0,5.0,4.0,3.0,-2.0,1,0,0.076508865,0,0,Loyal
12438,70,1,890.0699999999999,49,0,18.16469387755102,6.792422987796763,2.953069725709959,1,0.0,0.0,0.0,1.0,1.0,1,0,0.5332,1,3,At-Risk
12441,296,1,173.55,11,0,15.77727272727273,5.162211233551045,2.8200251566776373,1,0.0,0.0,0.0,0.0,0.0,0,1,0.7070581,1,1,Lost
12444,15,3,3189.81,107,85,25.51848,8.068030082042343,3.277841848441295,0,42.5,0.0,1.0,2.0,2.0,1,0,0.28291678,0,0,Loyal
12447,173,1,476.49,26,0,18.326538461538465,6.168543217293113,2.961479201216219,1,0.0,0.0,1.0,0.0,0.0,0,1,0.76113945,1,1,Lost
12449,21,3,2724.58,84,95,20.640757575757576,7.910436528485963,3.074578461487395,0,47.5,0.0,1.0,2.0,2.0,1,0,0.29018503,0,0,Loyal
12450,86,2,197.88,7,17,24.735,5.292701627762401,3.2478519331047178,0,17.0,0.0,1.0,1.0,1.0,1,1,0.6538275,1,3,At-Risk
12451,148,2,5307.82,162,106,27.219589743589744,8.577124867318746,3.3400164085298276,0,106.0,1.0,1.0,0.0,-1.0,0,0,0.27235577,0,0,Loyal
12453,64,1,707.09,43,0,16.443953488372095,6.562571204258897,2.85899308363737,1,0.0,0.0,0.0,1.0,1.0,1,1,0.6006782,1,3,At-Risk
12455,3,6,2466.86,85,223,27.409555555555556,7.81110665732229,3.3467255517998904,0,44.6,2.0,1.0,3.0,1.0,1,1,0.21347775,0,0,Loyal
12456,61,2,2265.4,77,123,26.34186046511628,7.725947948516307,3.308418878180133,0,123.0,1.0,0.0,1.0,0.0,1,0,0.4967648,0,0,Loyal
12457,11,6,2166.88,53,157,35.522622950819674,7.681505010474133,3.59793187545927,0,31.4,0.0,3.0,3.0,3.0,1,0,0.16276693,0,0,Loyal
12458,1,2,947.4,35,213,24.931578947368426,6.854776354191251,3.255461490383477,0,213.0,1.0,0.0,1.0,0.0,1,1,0.57158077,1,0,Loyal
12461,24,2,826.88,35,60,23.62514285714286,6.718868216346018,3.203767988346619,0,60.0,0.0,0.0,2.0,2.0,1,1,0.50143623,1,3,At-Risk
12462,233,1,762.11,40,0,19.05275,6.637402188652131,2.998366301454634,1,0.0,1.0,0.0,0.0,-1.0,0,0,0.76638824,1,1,Lost
12463,105,3,985.79,51,66,16.16049180327869,6.894457250838148,2.8426097535138557,0,33.0,0.0,3.0,0.0,0.0,0,0,0.4096106,0,3,At-Risk
12464,36,6,780.55,6,203,37.16904761904762,6.66127912734148,3.642024915412259,0,40.6,2.0,2.0,2.0,0.0,1,0,0.39639494,0,0,Loyal
12465,99,1,440.94,26,0,16.959230769230768,6.091174126256959,2.8881042317358094,1,0.0,0.0,1.0,0.0,0.0,0,0,0.60965544,1,3,At-Risk
12468,117,2,729.54,36,128,19.198421052631577,6.593783986707386,3.0056044356407527,0,128.0,1.0,1.0,0.0,-1.0,0,1,0.57411754,1,3,At-Risk
12471,8,21,11780.16,116,286,40.62124137931034,9.374256924343948,3.7286106470298255,0,14.3,5.0,4.0,8.0,3.0,1,0,0.012561885,0,0,Loyal
12472,68,5,4927.6,180,230,19.78955823293173,8.502810251048784,3.034450852626925,0,57.5,2.0,1.0,1.0,-1.0,1,0,0.079289705,0,0,Loyal
12473,44,2,1186.25,60,77,18.25,7.0793949874292315,2.9575110607337933,0,77.0,0.0,1.0,1.0,1.0,1,0,0.36715108,0,3,At-Risk
12474,28,13,4362.06,153,231,17.66016194331984,8.380928925034553,2.9263908740160423,0,19.25,6.0,4.0,3.0,-3.0,1,0,0.102685735,0,0,Loyal
12476,14,7,3725.27,96,276,28.655923076923077,8.223163012304278,3.3896618719997433,0,46.0,2.0,2.0,2.0,0.0,1,0,0.040761445,0,0,Loyal
12477,30,3,8834.03,156,200,44.392110552763825,9.08647978033377,3.8153383135755985,0,100.0,1.0,1.0,1.0,0.0,1,0,0.18618356,0,0,Loyal
12480,73,3,2144.95,97,192,18.81535087719298,7.671337623757984,2.986456934141082,0,96.0,2.0,0.0,1.0,-1.0,1,0,0.3961887,0,0,Loyal
12481,109,8,4101.76,112,186,26.125859872611468,8.319415196946323,3.3004875117309505,0,26.571428571428573,3.0,3.0,0.0,-3.0,0,0,0.21412195,0,0,Loyal
12483,28,6,1624.06,38,240,30.64264150943396,7.393300017159121,3.454505625806376,0,48.0,1.0,4.0,1.0,0.0,1,0,0.28418687,0,0,Loyal
12484,30,4,3663.15,222,235,12.989893617021275,8.206351663820678,2.6383351844327003,0,78.33333333333333,1.0,1.0,2.0,1.0,1,0,0.05997438,0,0,Loyal
12488,5,1,553.39,21,0,26.351904761904763,6.317868410194978,3.308786170388293,1,0.0,0.0,0.0,1.0,1.0,1,0,0.5831148,1,3,At-Risk
12489,266,1,334.93,15,0,22.328666666666667,5.816902804925467,3.1496829333785823,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.7554102,1,1,Lost
12490,23,6,3552.59,102,236,21.530848484848487,8.175713639088478,3.114885413959103,0,47.2,1.0,2.0,3.0,2.0,1,0,0.14099503,0,0,Loyal
12492,35,1,126.39,9,0,14.043333333333337,4.847253247121696,2.7109349251708004,1,0.0,0.0,0.0,1.0,1.0,1,0,0.62566197,1,3,At-Risk
12493,95,2,433.74,20,31,19.715454545454545,6.0747481512447195,3.030880018105644,0,31.0,0.0,2.0,0.0,0.0,0,1,0.54921776,1,3,At-Risk
12494,91,5,868.86,42,204,17.036470588235293,6.768332279159461,2.892395851826092,0,51.0,1.0,1.0,1.0,0.0,1,0,0.28546622,0,0,Loyal
12497,11,1,1043.1,14,0,74.50714285714285,6.950910549296065,4.3242272591593585,1,0.0,0.0,0.0,1.0,1.0,1,1,0.6374284,1,3,At-Risk
12500,36,6,1773.84,20,227,55.4325,7.481465557001515,4.033045233675596,0,45.4,4.0,1.0,1.0,-3.0,1,0,0.25163352,0,0,Loyal
12501,266,1,2169.39,149,0,14.5596644295302,7.682662153888476,2.7446819522921255,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.6743302,1,1,Lost
12502,25,5,3723.87,102,214,25.332448979591835,8.222787230875806,3.270801980181514,0,53.5,2.0,1.0,2.0,0.0,1,1,0.20940973,0,0,Loyal
12506,162,1,73.5,23,0,3.1956521739130435,4.310799125385514,1.4340487924157903,1,0.0,0.0,1.0,0.0,0.0,0,1,0.7446289,1,1,Lost
12507,64,3,1304.81,19,164,62.13380952380952,7.174578816863813,4.145256434671202,0,82.0,1.0,0.0,2.0,1.0,1,1,0.56124544,1,0,Loyal
12509,214,1,176.5,7,0,25.214285714285715,5.178970608915471,3.266304518439312,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.7573358,1,1,Lost
12510,72,2,982.57,29,182,29.774848484848484,6.8911888096735625,3.4266977487390955,0,182.0,1.0,0.0,1.0,0.0,1,1,0.7429398,1,0,Loyal
12513,42,1,612.29,35,0,17.494,6.418837907265026,2.917446355155447,1,0.0,0.0,0.0,1.0,1.0,1,1,0.5765552,1,3,At-Risk
12514,197,1,1017.68,51,0,19.95450980392157,6.926262950537877,3.042353888305594,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.7315165,1,1,Lost
12515,283,1,383.7,16,0,23.98125,5.95246380975825,3.2181255434774965,1,0.0,0.0,0.0,0.0,0.0,0,1,0.73706186,1,1,Lost
12516,7,2,1312.06,20,102,50.46384615384615,7.180115570136106,3.940879544710599,0,102.0,0.0,1.0,1.0,1.0,1,1,0.47287044,0,3,At-Risk
12517,3,3,1955.9,181,116,9.4487922705314,7.57911686747016,2.346486399533887,0,58.0,0.0,1.0,2.0,2.0,1,0,0.17399648,0,0,Loyal
12518,7,2,849.73,46,33,16.661372549019607,6.74609480443586,2.871379912938248,0,33.0,0.0,0.0,2.0,2.0,1,0,0.43165788,0,3,At-Risk
12520,9,5,2634.26,121,194,17.33065789473684,7.876737127834483,2.9085749529007487,0,48.5,2.0,1.0,2.0,0.0,1,1,0.23124601,0,0,Loyal
12521,72,1,599.68,38,0,15.781052631578946,6.39806234681208,2.820250430393282,1,0.0,0.0,0.0,1.0,1.0,1,1,0.6015356,1,3,At-Risk
12523,9,8,1142.13,56,252,16.086338028169013,7.041525393110414,2.8382791984602767,0,36.0,3.0,1.0,4.0,1.0,1,0,0.11965344,0,0,Loyal
12524,92,6,3122.48,92,171,26.91793103448276,8.04670304383965,3.3292691717989116,0,34.2,3.0,2.0,0.0,-3.0,0,0,0.2069679,0,0,Loyal
12526,24,1,520.3,29,0,17.941379310344825,6.25632569177406,2.9413489103621004,1,0.0,0.0,0.0,1.0,1.0,1,0,0.56269294,1,3,At-Risk
12527,11,3,348.71000000000004,18,243,19.37277777777778,5.857104239599851,3.0141995870574485,0,121.5,2.0,0.0,1.0,-1.0,1,1,0.5957982,1,0,Loyal
12528,44,4,1287.37,46,198,19.805692307692308,7.161133132491757,3.035226617905894,0,66.0,2.0,0.0,2.0,0.0,1,0,0.4918958,0,0,Loyal
12530,53,3,1221.65,39,213,26.557608695652178,7.108775913208576,3.316278675169506,0,106.5,1.0,1.0,1.0,0.0,1,0,0.38871896,0,0,Loyal
12534,60,1,1089.18,63,0,17.28857142857143,6.9940980992041535,2.906276352658544,1,0.0,0.0,0.0,1.0,1.0,1,1,0.502349,1,3,At-Risk
12535,21,2,716.35,28,94,21.069117647058825,6.575563866544399,3.0941792397258374,0,94.0,0.0,1.0,1.0,1.0,1,1,0.42129904,0,3,At-Risk
12539,192,3,4517.69,125,71,19.642130434782608,8.415977407810622,3.027334154026142,0,35.5,3.0,0.0,0.0,-3.0,0,0,0.5225773,1,3,At-Risk
12540,7,13,10495.99,220,284,28.83513736263736,9.258843828382204,3.3956868050404485,0,23.666666666666668,3.0,3.0,6.0,3.0,1,0,0.0032908297,0,0,Loyal
12541,103,2,536.14,27,107,19.14785714285714,6.286258768165544,3.0030979374699975,0,107.0,1.0,1.0,0.0,-1.0,0,0,0.51009476,1,3,At-Risk
12545,5,2,1000.39,42,184,20.0078,6.9091443138264115,3.044893797332336,0,184.0,1.0,0.0,1.0,0.0,1,1,0.7416203,1,0,Loyal
12546,7,1,760.2,45,0,16.893333333333334,6.634896135421995,2.884428203995317,1,0.0,0.0,0.0,1.0,1.0,1,0,0.52518755,1,3,At-Risk
12547,127,2,207.8,7,82,25.975,5.341376856008484,3.2949105111441983,0,82.0,1.0,1.0,0.0,-1.0,0,1,0.6792957,1,3,At-Risk
12548,96,1,95.2,5,0,19.04,4.566429357671661,2.997730276216664,1,0.0,0.0,1.0,0.0,0.0,0,1,0.71425986,1,3,At-Risk
12550,9,1,964.83,57,0,16.92684210526316,6.872987835288763,2.8862991485841767,1,0.0,0.0,0.0,1.0,1.0,1,1,0.5220656,1,3,At-Risk
12551,287,1,168.0,10,0,16.8,5.1298987149230735,2.8791984572980396,1,0.0,0.0,0.0,0.0,0.0,0,1,0.73561674,1,1,Lost
12553,40,7,2419.59,81,219,17.922888888888888,7.791766591088831,2.940372241655422,0,36.5,4.0,1.0,2.0,-2.0,1,0,0.09475272,0,0,Loyal
12556,81,1,312.9,60,0,4.670149253731343,5.749074463847908,1.7352154408026137,1,0.0,0.0,0.0,1.0,1.0,1,0,0.5270347,1,3,At-Risk
12557,88,4,9000.960000000001,15,213,310.3779310344828,9.105197610385996,5.741007386735898,0,71.0,2.0,0.0,1.0,-1.0,1,0,0.50728714,1,0,Loyal
12559,240,2,561.71,21,8,26.74809523809524,6.33276439774036,3.323167197767966,0,8.0,2.0,0.0,0.0,-2.0,0,1,0.83001894,1,1,Lost
12560,42,2,1436.31,77,30,18.653376623376623,7.270528590022721,2.9782491618925313,0,30.0,0.0,0.0,2.0,2.0,1,0,0.35584256,0,3,At-Risk
12561,232,1,238.85,16,0,14.928125,5.480013727948073,2.7680864145462696,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.72118026,1,1,Lost
12562,11,4,1993.87,64,116,20.140101010101013,7.598334164293501,3.05117175858115,0,38.666666666666664,0.0,2.0,2.0,2.0,1,0,0.23971435,0,0,Loyal
12564,191,1,456.9,21,0,21.757142857142856,6.12665081966305,3.1248790678606895,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.789307,1,1,Lost
12565,218,1,145.92,9,0,16.21333333333333,4.989888220951467,2.845684277310332,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.7814417,1,1,Lost
12566,16,1,351.65,19,0,18.507894736842104,5.865476063654188,2.9708192419362884,1,0.0,0.0,0.0,1.0,1.0,1,1,0.57438767,1,3,At-Risk
12567,26,9,7849.98,271,273,21.506794520547945,8.968393643748826,3.1138172423150063,0,34.125,1.0,4.0,2.0,1.0,1,0,0.00924137,0,0,Loyal
12569,22,15,2167.68,48,160,23.56173913043478,7.681873966517206,3.201189912271713,0,11.428571428571429,0.0,6.0,8.0,8.0,1,0,0.107889056,0,0,Loyal
12571,51,1,248.35,14,0,17.739285714285714,5.518857531992132,2.930622160517462,1,0.0,0.0,0.0,1.0,1.0,1,0,0.5282744,1,3,At-Risk
12573,157,1,160.54000000000002,26,0,5.733571428571429,5.08475279001415,1.9071056757928004,1,0.0,0.0,1.0,0.0,0.0,0,1,0.71938473,1,1,Lost
12574,245,1,218.45,11,0,19.85909090909091,5.391124416134243,3.037789868042472,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.7579001,1,1,Lost
12576,25,4,936.55,54,208,15.105645161290322,6.843270089755728,2.779169841669731,0,69.33333333333333,1.0,1.0,2.0,1.0,1,0,0.3552721,0,0,Loyal
12577,289,1,195.89,67,0,2.923731343283582,5.282645197153741,1.367043074344903,1,0.0,0.0,0.0,0.0,0.0,0,0,0.57273877,1,1,Lost
12578,260,1,1608.66,70,0,22.980857142857143,7.383778255552623,3.1772558930330055,1,0.0,1.0,0.0,0.0,-1.0,0,0,0.69541466,1,1,Lost
12579,8,1,440.42,29,0,15.18689655172414,6.0899968031722285,2.7842020601069217,1,0.0,0.0,0.0,1.0,1.0,1,1,0.520731,1,3,At-Risk
12580,176,1,415.7,24,0,17.320833333333333,6.032366538428407,2.908038845838819,1,0.0,0.0,1.0,0.0,0.0,0,1,0.7657307,1,1,Lost
12582,168,2,511.36,21,49,23.24363636363637,6.239027502962935,3.188154164951489,0,49.0,1.0,1.0,0.0,-1.0,0,1,0.7290228,1,1,Lost
12583,9,10,4773.01,92,294,28.41077380952381,8.470941901576095,3.3813610633222484,0,32.666666666666664,3.0,3.0,3.0,0.0,1,0,0.024149638,0,0,Loyal
12584,10,5,1062.39,32,199,21.681428571428572,6.969217197226888,3.1215464650341067,0,49.75,1.0,1.0,3.0,2.0,1,0,0.34006688,0,0,Loyal
12585,164,2,2040.1,77,117,23.44942528735632,7.621244157199997,3.196606710015021,0,117.0,0.0,1.0,0.0,0.0,0,1,0.34625536,0,3,At-Risk
12589,74,1,131.5,10,0,13.15,4.886582645426277,2.649714624089247,1,0.0,0.0,0.0,1.0,1.0,1,0,0.64025325,1,3,At-Risk
12590,141,2,9864.26,68,0,145.06264705882353,9.196774773912752,4.984035619119783,0,0.0,0.0,2.0,0.0,0.0,0,1,0.48476657,0,3,At-Risk
12591,247,1,452.85,26,0,17.41730769230769,6.117766746972636,2.913290857946146,1,0.0,1.0,0.0,0.0,-1.0,0,1,0.82784873,1,1,Lost
12592,22,2,437.6,11,121,24.311111111111114,6.083587835983788,3.2312434736768623,0,121.0,0.0,1.0,1.0,1.0,1,1,0.61042124,1,3,At-Risk
12593,38,3,418.1,14,110,19.909523809523808,6.038109554931026,3.0402047398442487,0,55.0,0.0,1.0,2.0,2.0,1,1,0.5650517,1,3,At-Risk
12594,51,8,2529.9,46,201,27.203225806451613,7.836330249689511,3.339436361701699,0,28.714285714285715,4.0,3.0,1.0,-3.0,1,0,0.104222074,0,0,Loyal
12596,172,1,269.95,15,0,17.996666666666666,5.601934302012123,2.9442635251787985,1,0.0,0.0,1.0,0.0,0.0,0,0,0.6654534,1,1,Lost
12597,113,2,1428.81,72,85,18.318076923076923,7.265296847293467,2.961041285687106,0,85.0,1.0,1.0,0.0,-1.0,0,0,0.32691547,0,3,At-Risk
12598,1,5,1946.14,54,213,24.026419753086422,7.574116908282757,3.2199320569820733,0,53.25,1.0,2.0,2.0,1.0,1,0,0.26357788,0,0,Loyal
12599,56,6,857.04,25,177,17.855,6.754650718447902,2.9367781307103207,0,35.4,2.0,2.0,2.0,0.0,1,0,0.23697056,0,0,Loyal
12600,14,9,2219.46,28,287,40.353818181818184,7.705469660609084,3.722164755340248,0,35.875,2.0,2.0,3.0,1.0,1,0,0.04873993,0,0,Loyal
